ConvertedAccountId,ConvertedContactId,IsDeleted,MasterRecordId,LastName,FirstName,Salutation,Name,Title,Company,Street,City,State,PostalCode,Country,Latitude,Longitude,GeocodeAccuracy,Phone,MobilePhone,Fax,Email,Website,Description,LeadSource,Status,Industry,Rating,AnnualRevenue,NumberOfEmployees,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,EmailBouncedReason,EmailBouncedDate,IndividualId,IsPriorityRecord,PhotoUrl,IsConverted,ConvertedDate,ConvertedOpportunityId,IsUnreadByOwner,Jigsaw,JigsawContactId,CleanStatus,CompanyDunsNumber,DandbCompanyId,id
6,32,0,,,,Mrs.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Street,080-2169-2542,080-2430-1568,070-1020-5644,sayuritakahashi@example.com,https://kimura.org/,,Web,Closed,Healthcare,Warm,,,226,2024-06-16,79,2024-03-23,159,2024-06-05,2024-06-27,2024-03-15,2024-01-31,InvalidAddress,2024-04-08,,0,,,,,,,,,,,249
6,32,0,,,,Mrs.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Street,090-7445-0170,070-5236-4936,090-2479-3490,asukayamashita@example.com,https://www.sakamoto.jp/,,Partner,Open,Finance,Warm,,,38,2024-07-08,1,2024-02-07,86,2024-01-19,2024-05-03,2024-01-10,2024-06-06,MailboxFull,2024-02-13,,1,,,,,,,,,,,250
6,32,0,,,,Dr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Street,090-4804-6498,070-0780-1519,070-3270-5382,yui34@example.net,http://www.hayashi.com/,,Web,Open,Retail,Warm,,,171,2024-04-28,18,2024-05-13,168,2024-01-15,2024-04-07,2024-05-08,2024-07-04,MailboxFull,2024-02-21,,1,,,,,,,,,,,251
6,33,0,,,,Mr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,070-7538-7929,090-2807-7087,080-6805-7373,tomoya65@example.org,http://www.yoshida.jp/,,Email,Open,Technology,Cold,,,145,2024-01-03,36,2024-05-10,231,2024-02-29,2024-04-02,2024-04-03,2024-01-23,InvalidAddress,2024-01-22,,0,,,,,,,,,,,252
6,33,0,,,,Dr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,070-6359-5481,55-4712-9406,14-0637-7932,gotoryosuke@example.org,https://www.takahashi.org/,,Referral,Open,Retail,Hot,,,256,2024-05-13,41,2024-04-02,195,2024-01-29,2024-05-13,2024-01-21,2024-06-23,Other,2024-01-18,,1,,,,,,,,,,,253
6,33,0,,,,Mrs.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,080-7943-7223,080-6678-2383,37-1486-3791,eyamaguchi@example.net,https://yamazaki.com/,,Phone,Contacted,Technology,Hot,,,163,2024-06-30,200,2024-02-19,227,2024-02-20,2024-02-07,2024-07-01,2024-02-04,UnknownUser,2024-05-24,,1,,,,,,,,,,,254
6,33,0,,,,Mrs.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Street,080-1488-4115,46-2964-7373,090-6359-8080,suzukiharuka@example.net,http://shimizu.com/,,Phone,Closed,Education,Warm,,,18,2024-06-10,193,2024-05-05,156,2024-03-15,2024-02-04,2024-04-19,2024-07-16,Other,2024-05-13,,1,,,,,,,,,,,255
6,33,0,,,,Mr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,070-9718-0146,65-5775-3471,73-4915-4737,jun43@example.org,https://nakamura.com/,,Phone,Open,Finance,Warm,,,17,2024-04-07,20,2024-06-26,211,2024-05-20,2024-07-15,2024-01-14,2024-06-10,Other,2024-03-09,,0,,,,,,,,,,,256
6,33,0,,,,Mr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,63-0140-9142,10-5589-0716,090-0831-4576,jun00@example.net,https://yamazaki.com/,,Phone,Closed,Retail,Hot,,,67,2024-04-30,237,2024-03-16,166,2024-02-28,2024-05-19,2024-01-02,2024-01-07,InvalidAddress,2024-07-06,,1,,,,,,,,,,,257
6,34,0,,,,Dr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,090-4729-1877,070-6206-3111,61-0792-3491,yumikoyamashita@example.com,https://www.maeda.com/,,Web,Contacted,Finance,Hot,,,73,2024-01-23,169,2024-05-12,99,2024-04-28,2024-03-17,2024-03-18,2024-08-04,InvalidAddress,2024-03-06,,1,,,,,,,,,,,258
6,34,0,,,,Mr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Block,090-6048-8202,070-0249-8720,080-4792-4208,inouenanami@example.com,https://www.yoshida.jp/,,Email,Open,Finance,Warm,,,80,2024-07-15,89,2024-05-23,167,2024-01-12,2024-03-21,2024-01-29,2024-02-10,UnknownUser,2024-06-28,,1,,,,,,,,,,,259
6,34,0,,,,Prof.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,070-8596-8450,090-5906-5915,080-8485-5025,fujitakaori@example.org,https://shimizu.jp/,,Referral,Contacted,Education,Hot,,,256,2024-07-05,71,2024-05-10,72,2024-01-27,2024-02-26,2024-03-21,2024-01-16,UnknownUser,2024-07-19,,1,,,,,,,,,,,260
6,34,0,,,,Ms.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Block,090-3644-5669,99-2636-0358,090-2960-8756,gotorika@example.net,http://www.ishii.jp/,,Referral,Open,Finance,Hot,,,55,2024-04-17,144,2024-07-05,123,2024-02-03,2024-01-14,2024-05-03,2024-07-09,UnknownUser,2024-07-20,,1,,,,,,,,,,,261
6,34,0,,,,Prof.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Street,090-4929-5768,080-4031-3824,070-9232-7640,onakagawa@example.net,http://www.hayashi.org/,,Web,Open,Education,Cold,,,134,2024-02-27,15,2024-05-04,122,2024-01-26,2024-07-04,2024-06-28,2024-01-15,UnknownUser,2024-01-12,,1,,,,,,,,,,,262
6,34,0,,,,Ms.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,96-7866-4237,73-9123-0105,080-5875-6375,asukamatsumoto@example.org,https://saito.jp/,,Web,Qualified,Retail,Warm,,,238,2024-05-05,87,2024-04-21,247,2024-06-13,2024-05-08,2024-01-09,2024-05-15,Other,2024-05-26,,0,,,,,,,,,,,263
6,34,0,,,,Ms.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,090-2346-3331,070-5728-1811,080-6101-9587,jtakahashi@example.com,http://www.kimura.jp/,,Web,Contacted,Retail,Cold,,,152,2024-05-17,243,2024-01-26,61,2024-06-05,2024-05-15,2024-05-08,2024-02-10,InvalidAddress,2024-07-13,,0,,,,,,,,,,,264
6,34,0,,,,Prof.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Block,090-0823-8562,090-1068-6357,41-2164-0812,kwatanabe@example.com,http://www.nakamura.jp/,,Partner,Open,Healthcare,Warm,,,179,2024-06-04,120,2024-06-01,95,2024-06-19,2024-05-21,2024-02-10,2024-04-06,MailboxFull,2024-06-03,,0,,,,,,,,,,,265
6,34,0,,,,Mr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Block,090-7566-8730,090-8581-4365,070-1878-0953,yamaguchiyuki@example.net,https://www.inoue.com/,,Phone,Contacted,Finance,Warm,,,245,2024-06-22,174,2024-05-28,3,2024-04-14,2024-02-22,2024-03-06,2024-03-12,InvalidAddress,2024-01-10,,0,,,,,,,,,,,266
6,34,0,,,,Ms.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,080-8458-2490,090-5282-6889,070-9320-2540,ltanaka@example.net,http://saito.jp/,,Phone,Closed,Technology,Cold,,,84,2024-07-13,81,2024-06-30,48,2024-04-01,2024-01-23,2024-07-09,2024-02-05,UnknownUser,2024-04-04,,1,,,,,,,,,,,267
6,35,0,,,,Mr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,070-6466-0637,58-6805-5480,080-0473-9321,sayurikobayashi@example.com,http://ogawa.jp/,,Referral,Contacted,Education,Hot,,,132,2024-02-12,107,2024-01-12,99,2024-04-08,2024-03-17,2024-05-01,2024-04-17,UnknownUser,2024-02-19,,1,,,,,,,,,,,268
6,35,0,,,,Mr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Block,080-8808-4239,090-5446-9590,090-4293-3452,rito@example.com,http://ishii.jp/,,Web,Closed,Education,Cold,,,176,2024-01-16,76,2024-04-28,222,2024-08-02,2024-02-06,2024-01-09,2024-05-28,InvalidAddress,2024-04-28,,0,,,,,,,,,,,269
6,35,0,,,,Ms.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,080-4828-1704,080-6043-4154,080-1310-9023,isakamoto@example.net,https://fujii.com/,,Email,Open,Retail,Warm,,,227,2024-02-05,245,2024-02-28,29,2024-01-27,2024-02-23,2024-05-05,2024-03-27,InvalidAddress,2024-03-13,,1,,,,,,,,,,,270
6,35,0,,,,Dr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,95-0067-4280,080-7632-1862,090-3886-7516,hayashiryohei@example.com,http://www.inoue.jp/,,Partner,Contacted,Finance,Hot,,,64,2024-02-24,28,2024-06-02,234,2024-06-21,2024-01-27,2024-08-03,2024-04-10,UnknownUser,2024-01-24,,1,,,,,,,,,,,271
6,35,0,,,,Mr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Street,090-3669-2868,090-1022-2776,090-1252-8608,rhasegawa@example.org,https://www.saito.net/,,Referral,Closed,Finance,Hot,,,208,2024-04-01,247,2024-02-09,258,2024-04-17,2024-06-30,2024-02-23,2024-03-22,Other,2024-07-25,,0,,,,,,,,,,,272
6,35,0,,,,Mrs.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Street,070-4391-0094,090-4008-2496,98-6885-0108,yoko42@example.com,https://sakamoto.com/,,Partner,Closed,Education,Hot,,,6,2024-04-11,144,2024-01-18,63,2024-05-16,2024-02-07,2024-03-15,2024-05-11,InvalidAddress,2024-05-21,,0,,,,,,,,,,,273
6,35,0,,,,Mr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,070-6764-0270,62-2750-5117,070-6300-5982,hanako96@example.org,http://www.murakami.jp/,,Partner,Closed,Healthcare,Warm,,,201,2024-06-20,239,2024-05-10,175,2024-04-09,2024-03-06,2024-06-14,2024-06-26,UnknownUser,2024-07-16,,0,,,,,,,,,,,274
6,35,0,,,,Mr.,,,合同会社阿部情報,,,滋賀県,,Japan,,,Rooftop,080-6493-2767,080-8638-6962,080-3248-6462,chiyoogawa@example.net,https://www.mori.net/,,Email,Qualified,Healthcare,Hot,,,109,2024-04-30,115,2024-08-04,88,2024-06-02,2024-02-05,2024-01-17,2024-05-06,Other,2024-05-24,,1,,,,,,,,,,,275
7,36,0,,,,Prof.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,080-3297-8034,070-7941-0922,070-3803-6262,fujiwarasayuri@example.net,http://shimizu.net/,,Referral,Closed,Healthcare,Cold,,,113,2024-01-08,237,2024-07-24,165,2024-05-10,2024-04-21,2024-02-04,2024-03-14,InvalidAddress,2024-07-10,,1,,,,,,,,,,,276
7,36,0,,,,Dr.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,070-4454-4551,080-7341-9442,090-8990-1444,okamotomikako@example.net,https://matsumoto.jp/,,Web,Contacted,Education,Cold,,,43,2024-05-10,158,2024-03-18,54,2024-05-04,2024-02-21,2024-02-02,2024-05-02,Other,2024-02-12,,1,,,,,,,,,,,277
7,36,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Street,090-6019-5922,99-8098-7799,080-5119-7517,itomanabu@example.com,https://www.sakamoto.com/,,Phone,Contacted,Technology,Warm,,,106,2024-02-28,256,2024-01-15,161,2024-04-17,2024-02-26,2024-04-22,2024-02-09,UnknownUser,2024-03-27,,1,,,,,,,,,,,278
7,36,0,,,,Dr.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,070-7608-4090,080-5338-8762,090-0827-8556,tarosato@example.org,http://www.nakagawa.jp/,,Email,Qualified,Education,Hot,,,25,2024-03-04,109,2024-04-09,207,2024-06-22,2024-04-08,2024-01-05,2024-06-30,InvalidAddress,2024-07-17,,1,,,,,,,,,,,279
7,36,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Street,070-7192-6118,070-3830-3714,070-8798-1262,sakamotokazuya@example.net,http://ishii.net/,,Phone,Contacted,Technology,Hot,,,49,2024-01-11,69,2024-01-28,201,2024-01-30,2024-05-08,2024-04-26,2024-02-25,Other,2024-02-27,,0,,,,,,,,,,,280
7,36,0,,,,Ms.,,,吉田建設株式会社,,,長野県,,Japan,,,Block,090-1523-4216,090-5939-3665,090-0428-8011,xaoki@example.com,http://www.yamamoto.jp/,,Referral,Contacted,Healthcare,Hot,,,236,2024-06-26,256,2024-06-19,9,2024-07-11,2024-03-29,2024-02-27,2024-07-11,MailboxFull,2024-02-22,,0,,,,,,,,,,,281
7,36,0,,,,Dr.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,080-8535-1519,86-6336-7344,090-9396-6594,rikahasegawa@example.com,https://endo.com/,,Phone,Open,Healthcare,Hot,,,103,2024-03-03,64,2024-03-20,108,2024-03-29,2024-01-25,2024-07-22,2024-02-19,Other,2024-03-20,,0,,,,,,,,,,,282
7,36,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,090-7738-7244,090-7714-2162,090-4403-8448,imatsumoto@example.org,https://maeda.jp/,,Phone,Open,Healthcare,Hot,,,151,2024-07-15,213,2024-06-13,156,2024-06-14,2024-02-13,2024-05-03,2024-04-11,Other,2024-03-09,,1,,,,,,,,,,,283
7,36,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Street,81-2439-4646,090-7649-1529,070-9106-3104,naokoinoue@example.net,http://www.maeda.jp/,,Email,Open,Healthcare,Hot,,,193,2024-07-21,216,2024-06-17,118,2024-02-23,2024-02-03,2024-05-07,2024-01-17,UnknownUser,2024-07-29,,1,,,,,,,,,,,284
7,36,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Block,080-1384-9896,34-9555-4241,070-9085-9991,sotarogoto@example.net,http://ota.jp/,,Partner,Qualified,Technology,Hot,,,124,2024-05-08,244,2024-04-22,5,2024-04-02,2024-03-30,2024-02-23,2024-05-06,UnknownUser,2024-04-17,,0,,,,,,,,,,,285
7,37,0,,,,Ms.,,,吉田建設株式会社,,,長野県,,Japan,,,Block,090-5125-5704,070-9752-5439,070-6960-4280,satomi29@example.org,http://www.ikeda.com/,,Email,Closed,Healthcare,Cold,,,130,2024-06-14,111,2024-03-20,72,2024-01-17,2024-03-07,2024-05-12,2024-05-28,InvalidAddress,2024-04-11,,0,,,,,,,,,,,286
7,37,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Street,090-3782-0904,37-3824-3399,080-8160-8701,nanamifukuda@example.org,https://goto.com/,,Phone,Contacted,Retail,Hot,,,186,2024-07-07,233,2024-02-21,83,2024-03-30,2024-05-03,2024-06-24,2024-06-12,Other,2024-02-22,,1,,,,,,,,,,,287
7,37,0,,,,Prof.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,080-7701-0840,080-8001-8637,080-3333-9150,haruka80@example.org,https://www.murakami.com/,,Web,Open,Finance,Cold,,,98,2024-04-18,250,2024-03-21,3,2024-07-04,2024-05-22,2024-03-02,2024-04-25,MailboxFull,2024-05-12,,0,,,,,,,,,,,288
7,37,0,,,,Ms.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,070-0155-3339,070-0164-3005,090-8497-6039,kaorisuzuki@example.net,https://www.yamada.net/,,Email,Contacted,Healthcare,Warm,,,52,2024-01-17,256,2024-02-23,166,2024-03-09,2024-02-15,2024-02-18,2024-02-19,InvalidAddress,2024-02-13,,0,,,,,,,,,,,289
7,37,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,090-9566-1259,080-2160-3144,090-1602-8792,yumikosaito@example.com,https://hayashi.jp/,,Phone,Qualified,Retail,Cold,,,127,2024-06-07,37,2024-01-04,145,2024-04-15,2024-03-31,2024-02-03,2024-07-18,UnknownUser,2024-02-04,,0,,,,,,,,,,,290
7,38,0,,,,Mrs.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,080-9726-0883,080-2849-4792,090-4894-0314,yamadamikako@example.org,http://www.matsuda.jp/,,Web,Contacted,Finance,Hot,,,78,2024-06-20,173,2024-05-23,21,2024-07-02,2024-04-27,2024-01-31,2024-04-29,UnknownUser,2024-07-05,,0,,,,,,,,,,,291
7,38,0,,,,Mrs.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,89-2493-7067,080-8424-1087,070-6120-6216,satomi28@example.net,http://www.ito.jp/,,Referral,Contacted,Technology,Warm,,,18,2024-01-24,104,2024-04-26,226,2024-05-07,2024-06-08,2024-06-11,2024-03-15,Other,2024-06-30,,1,,,,,,,,,,,292
7,38,0,,,,Dr.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,070-5656-4949,090-1637-2822,090-6680-2328,atsushi26@example.com,https://www.mori.com/,,Web,Closed,Finance,Hot,,,183,2024-04-14,101,2024-04-29,25,2024-04-23,2024-03-19,2024-03-08,2024-07-28,UnknownUser,2024-06-02,,1,,,,,,,,,,,293
7,38,0,,,,Mrs.,,,吉田建設株式会社,,,長野県,,Japan,,,Block,080-8097-0026,82-5616-2285,46-0498-8597,mikigoto@example.net,http://yamamoto.jp/,,Web,Open,Technology,Hot,,,47,2024-06-14,13,2024-06-30,100,2024-01-07,2024-04-14,2024-04-30,2024-02-26,Other,2024-07-04,,1,,,,,,,,,,,294
7,38,0,,,,Mrs.,,,吉田建設株式会社,,,長野県,,Japan,,,Street,090-7376-1302,090-4425-1408,080-8469-5223,osamushimizu@example.org,http://www.ishikawa.com/,,Web,Qualified,Finance,Warm,,,112,2024-04-03,151,2024-03-21,165,2024-05-09,2024-02-24,2024-01-30,2024-07-06,UnknownUser,2024-04-10,,0,,,,,,,,,,,295
7,38,0,,,,Ms.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,080-3382-6897,080-9935-5808,090-5289-3785,taroishii@example.org,http://okamoto.com/,,Referral,Closed,Education,Hot,,,145,2024-05-20,152,2024-02-24,84,2024-02-11,2024-04-03,2024-07-06,2024-03-29,Other,2024-04-05,,1,,,,,,,,,,,296
7,38,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,090-3124-5924,090-6995-7795,080-5968-8783,takumatakahashi@example.com,http://ishikawa.jp/,,Referral,Contacted,Retail,Cold,,,36,2024-03-11,245,2024-07-13,151,2024-07-28,2024-03-05,2024-06-20,2024-01-06,UnknownUser,2024-03-15,,0,,,,,,,,,,,297
7,38,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Street,080-9483-0974,070-8727-4691,080-1157-3310,momoko81@example.net,https://fujii.jp/,,Partner,Open,Education,Warm,,,232,2024-04-23,37,2024-05-22,219,2024-06-25,2024-05-16,2024-07-18,2024-01-15,Other,2024-06-25,,1,,,,,,,,,,,298
7,38,0,,,,Mrs.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,62-9915-3419,78-3330-6786,070-6732-4749,kana59@example.net,https://saito.org/,,Phone,Contacted,Retail,Warm,,,151,2024-05-28,240,2024-07-21,116,2024-08-01,2024-02-29,2024-02-28,2024-07-24,MailboxFull,2024-05-08,,0,,,,,,,,,,,299
7,39,0,,,,Mrs.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,080-9644-7606,090-6931-6481,080-3050-5006,yamaguchirika@example.com,http://www.kondo.jp/,,Referral,Contacted,Finance,Hot,,,85,2024-04-03,207,2024-01-18,231,2024-04-16,2024-03-02,2024-05-26,2024-07-07,Other,2024-05-13,,1,,,,,,,,,,,300
7,39,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Street,50-5111-0819,080-0776-5788,090-5629-7446,momoko21@example.org,http://www.takahashi.jp/,,Email,Contacted,Retail,Warm,,,39,2024-08-03,168,2024-01-30,213,2024-04-10,2024-05-11,2024-04-25,2024-04-10,Other,2024-07-09,,1,,,,,,,,,,,301
7,39,0,,,,Ms.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,080-5816-0072,71-9150-6523,070-9176-4666,oyamashita@example.net,https://ikeda.jp/,,Web,Open,Technology,Hot,,,18,2024-04-27,244,2024-05-29,202,2024-01-07,2024-05-15,2024-07-21,2024-06-03,MailboxFull,2024-02-18,,1,,,,,,,,,,,302
7,39,0,,,,Ms.,,,吉田建設株式会社,,,長野県,,Japan,,,Street,090-3356-7449,090-8807-4683,080-5987-1216,watanabeshohei@example.org,http://tanaka.jp/,,Partner,Open,Education,Hot,,,8,2024-03-03,1,2024-06-10,115,2024-01-19,2024-07-23,2024-05-30,2024-01-04,MailboxFull,2024-04-28,,0,,,,,,,,,,,303
7,39,0,,,,Prof.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,070-5092-6928,070-9124-4890,090-4591-4600,asuka47@example.org,http://www.yamashita.jp/,,Web,Closed,Retail,Cold,,,105,2024-03-30,20,2024-07-24,90,2024-05-26,2024-07-04,2024-02-20,2024-03-24,Other,2024-06-14,,0,,,,,,,,,,,304
7,40,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,070-1236-2780,080-9660-1719,080-2603-0876,okamotoyosuke@example.com,http://www.okamoto.com/,,Referral,Closed,Technology,Hot,,,9,2024-03-08,100,2024-03-13,67,2024-01-06,2024-02-06,2024-04-20,2024-01-15,Other,2024-05-07,,0,,,,,,,,,,,305
7,40,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Block,070-7920-0181,090-8920-6503,070-3785-3213,nwatanabe@example.com,http://nakagawa.jp/,,Partner,Closed,Retail,Warm,,,73,2024-08-01,63,2024-02-05,104,2024-05-15,2024-01-10,2024-06-01,2024-02-29,Other,2024-04-22,,0,,,,,,,,,,,306
7,40,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,090-4314-0243,090-9729-5181,25-0235-8341,morikaori@example.com,https://nakajima.jp/,,Web,Open,Technology,Hot,,,232,2024-04-14,58,2024-07-11,164,2024-07-08,2024-02-20,2024-01-09,2024-04-30,InvalidAddress,2024-07-22,,0,,,,,,,,,,,307
7,40,0,,,,Ms.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,080-9894-5568,080-0971-7167,070-3735-6670,dhayashi@example.net,https://maeda.jp/,,Web,Qualified,Retail,Cold,,,32,2024-07-13,188,2024-01-02,253,2024-05-05,2024-07-06,2024-07-14,2024-06-24,Other,2024-07-12,,0,,,,,,,,,,,308
7,40,0,,,,Dr.,,,吉田建設株式会社,,,長野県,,Japan,,,Rooftop,33-8928-5654,65-6125-6696,92-1067-4134,matsudayui@example.org,https://sakamoto.jp/,,Partner,Open,Healthcare,Warm,,,12,2024-04-05,200,2024-05-17,114,2024-06-26,2024-06-20,2024-02-06,2024-05-20,MailboxFull,2024-01-20,,1,,,,,,,,,,,309
7,40,0,,,,Prof.,,,吉田建設株式会社,,,長野県,,Japan,,,Block,090-1144-9289,070-6578-8948,080-2856-5536,hasegawamituru@example.org,http://www.goto.com/,,Email,Contacted,Education,Hot,,,212,2024-07-12,85,2024-03-21,129,2024-07-20,2024-07-28,2024-06-16,2024-05-09,MailboxFull,2024-01-27,,1,,,,,,,,,,,310
7,40,0,,,,Mr.,,,吉田建設株式会社,,,長野県,,Japan,,,Street,19-0352-8937,40-0222-0721,39-8470-1899,vsato@example.org,https://www.okamoto.com/,,Phone,Closed,Retail,Cold,,,69,2024-02-01,208,2024-05-02,236,2024-06-25,2024-02-04,2024-04-05,2024-01-21,InvalidAddress,2024-07-28,,1,,,,,,,,,,,311
8,41,0,,,,Dr.,,,株式会社山口ガス,,,三重県,,Japan,,,Street,90-2221-9296,070-1916-8171,080-4634-9339,momoko22@example.org,http://murakami.com/,,Referral,Closed,Technology,Warm,,,104,2024-04-27,78,2024-03-29,134,2024-03-27,2024-01-20,2024-02-22,2024-01-05,InvalidAddress,2024-04-20,,1,,,,,,,,,,,312
8,41,0,,,,Dr.,,,株式会社山口ガス,,,三重県,,Japan,,,Rooftop,070-9772-3265,080-2687-1496,090-9294-7260,yamamotohideki@example.com,https://www.saito.com/,,Email,Open,Healthcare,Warm,,,245,2024-03-30,87,2024-01-25,81,2024-03-25,2024-03-12,2024-04-18,2024-06-29,InvalidAddress,2024-07-24,,1,,,,,,,,,,,313
8,41,0,,,,Mr.,,,株式会社山口ガス,,,三重県,,Japan,,,Block,090-2136-4949,070-3085-6686,070-5804-0390,kana31@example.net,http://aoki.org/,,Partner,Open,Healthcare,Warm,,,20,2024-05-24,251,2024-03-12,201,2024-06-06,2024-02-21,2024-07-26,2024-07-03,InvalidAddress,2024-01-29,,0,,,,,,,,,,,314
8,41,0,,,,Prof.,,,株式会社山口ガス,,,三重県,,Japan,,,Rooftop,090-7429-9679,080-9307-1201,090-6658-3393,kyamamoto@example.com,http://hasegawa.com/,,Web,Closed,Education,Cold,,,243,2024-03-10,6,2024-04-30,212,2024-04-01,2024-02-07,2024-06-23,2024-06-02,Other,2024-06-03,,1,,,,,,,,,,,315
8,41,0,,,,Mr.,,,株式会社山口ガス,,,三重県,,Japan,,,Rooftop,070-4115-9704,090-5118-4317,99-5447-5427,kaori24@example.com,https://www.sato.com/,,Referral,Closed,Finance,Warm,,,251,2024-07-30,3,2024-04-24,94,2024-04-11,2024-02-05,2024-01-29,2024-04-30,InvalidAddress,2024-03-21,,0,,,,,,,,,,,316
8,41,0,,,,Ms.,,,株式会社山口ガス,,,三重県,,Japan,,,Rooftop,080-6934-1141,090-3473-6708,070-5682-6206,otanaoto@example.com,https://www.yamashita.com/,,Web,Open,Retail,Warm,,,195,2024-05-08,246,2024-02-16,234,2024-05-29,2024-07-01,2024-04-08,2024-06-08,MailboxFull,2024-06-28,,0,,,,,,,,,,,317
8,41,0,,,,Mrs.,,,株式会社山口ガス,,,三重県,,Japan,,,Rooftop,090-9163-1275,070-5788-3316,090-1981-6804,mmaeda@example.org,http://nakajima.jp/,,Partner,Qualified,Retail,Hot,,,110,2024-04-15,194,2024-01-04,19,2024-05-07,2024-04-25,2024-04-28,2024-04-08,MailboxFull,2024-04-10,,1,,,,,,,,,,,318
8,41,0,,,,Ms.,,,株式会社山口ガス,,,三重県,,Japan,,,Street,080-4855-6631,46-7796-4792,57-7228-6291,suzukikyosuke@example.net,https://sakamoto.jp/,,Phone,Qualified,Retail,Cold,,,216,2024-01-12,119,2024-05-29,120,2024-05-23,2024-05-22,2024-02-23,2024-06-30,Other,2024-07-07,,0,,,,,,,,,,,319
8,41,0,,,,Ms.,,,株式会社山口ガス,,,三重県,,Japan,,,Street,070-7194-9123,090-6772-6562,090-1614-8816,rika71@example.com,http://www.yamamoto.com/,,Phone,Contacted,Healthcare,Warm,,,30,2024-01-25,23,2024-04-02,155,2024-05-05,2024-01-15,2024-01-11,2024-07-13,Other,2024-01-10,,0,,,,,,,,,,,320
8,41,0,,,,Ms.,,,株式会社山口ガス,,,三重県,,Japan,,,Street,41-3588-7772,070-8512-0585,080-6012-9414,gotominoru@example.com,https://saito.jp/,,Email,Qualified,Retail,Hot,,,42,2024-06-18,96,2024-06-15,190,2024-05-29,2024-05-19,2024-03-05,2024-04-04,MailboxFull,2024-07-24,,1,,,,,,,,,,,321
